productive,mean_productive,id_dist,id_reg,year,trend,prod_disperssion_norm,trend_prediction
37.97,-1.0,1875.0,72.0,2012.0,-1.0,-1.0,-1.0
37.7,-1.0,1875.0,72.0,2013.0,-1.0,-1.0,-1.0
46.0,37.7,1875.0,72.0,2014.0,-0.26999999999999597,0.00048169684154881625,4.015
31.1,41.85,1875.0,72.0,2015.0,4.015,0.3655894359058655,-1.2309999999999997
37.9,38.26666666666667,1875.0,72.0,2016.0,-1.2309999999999997,0.7302001374615432,-0.6740000000000002
42.7,38.175000000000004,1875.0,72.0,2017.0,-0.6740000000000002,0.585415220013636,0.2671428571428573
46.3,39.080000000000005,1875.0,72.0,2018.0,0.2671428571428573,0.5527477824913226,0.9603571428571422
40.1,40.8,1875.0,72.0,2019.0,1.1399999999999995,0.7091780444076675,0.6928571428571425
45.2,39.62,1875.0,72.0,2020.0,0.597142857142857,0.6710705994810868,0.8571428571428571
43.9,42.44,1875.0,72.0,2021.0,2.3057142857142865,0.640505548705302,1.7999999999999994
51.96,43.64,1875.0,72.0,2022.0,0.8942857142857146,0.19698685409345307,1.5528571428571427
43.45,45.492000000000004,1875.0,72.0,2023.0,1.262857142857143,0.2986279735465402,0.6203571428571429
25.89,-1.0,1873.0,72.0,2012.0,-1.0,-1.0,-1.0
30.4,-1.0,1873.0,72.0,2013.0,-1.0,-1.0,-1.0
35.6,30.4,1873.0,72.0,2014.0,4.509999999999997,0.18067241073014728,4.854999999999998
24.9,33.0,1873.0,72.0,2015.0,4.854999999999998,0.5138905212754382,0.22299999999999973
30.6,30.3,1873.0,72.0,2016.0,0.22299999999999973,0.615173174073123,0.3920000000000003
31.2,30.375,1873.0,72.0,2017.0,0.3920000000000003,0.4981320306669383,0.47
33.6,30.54,1873.0,72.0,2018.0,0.47,0.4249440058233946,0.7046428571428572
25.0,31.18,1873.0,72.0,2019.0,0.2428571428571432,0.35252281266774044,-0.49642857142857116
38.6,29.060000000000002,1873.0,72.0,2020.0,-0.7514285714285718,0.5361802100608072,0.43571428571428594
34.6,31.8,1873.0,72.0,2021.0,1.5457142857142858,0.746030451332246,1.3892857142857147
48.65,32.6,1873.0,72.0,2022.0,0.9600000000000003,0.5374655647382921,2.3553571428571423
43.03,36.09,1873.0,72.0,2023.0,2.9671428571428575,1.4901429246397353,2.6853571428571423
18.8,-1.0,1876.0,72.0,2012.0,-1.0,-1.0,-1.0
21.3,-1.0,1876.0,72.0,2013.0,-1.0,-1.0,-1.0
24.8,21.3,1876.0,72.0,2014.0,2.499999999999999,0.07793017456359103,2.9999999999999987
31.3,23.05,1876.0,72.0,2015.0,2.9999999999999987,0.27991782229070356,4.1
30.5,25.8,1876.0,72.0,2016.0,4.1,0.9173596673596673,3.3399999999999994
34.2,26.975,1876.0,72.0,2017.0,3.3399999999999994,0.9592107340173639,3.174285714285715
37.7,28.420000000000005,1876.0,72.0,2018.0,3.174285714285715,1.1618914439610528,3.1499999999999995
28.0,31.7,1876.0,72.0,2019.0,3.125714285714286,1.0099740452354469,1.7428571428571424
32.7,32.339999999999996,1876.0,72.0,2020.0,1.1114285714285719,0.5515728328865062,0.8678571428571429
31.8,32.620000000000005,1876.0,72.0,2021.0,0.08571428571428606,0.2860082304526751,-0.010714285714285619
38.81,32.88000000000001,1876.0,72.0,2022.0,-0.2199999999999999,0.2806995040191553,0.5403571428571428
35.46,33.80200000000001,1876.0,72.0,2023.0,0.28714285714285687,0.3901977428932304,0.34999999999999964
18.12,-1.0,1851.0,72.0,2012.0,-1.0,-1.0,-1.0
18.6,-1.0,1851.0,72.0,2013.0,-1.0,-1.0,-1.0
15.0,18.6,1851.0,72.0,2014.0,0.48000000000000015,0.00313725490196079,-1.56
21.5,16.8,1851.0,72.0,2015.0,-1.56,0.14774941995359642,0.6539999999999995
17.4,18.366666666666667,1851.0,72.0,2016.0,0.6539999999999995,0.29025266320677406,0.14599999999999935
13.1,18.125,1851.0,72.0,2017.0,0.14599999999999935,0.24175148973736477,-0.6342857142857149
25.3,17.119999999999997,1851.0,72.0,2018.0,-0.6342857142857149,0.41401208381540056,0.46214285714285686
32.1,18.46,1851.0,72.0,2019.0,0.6771428571428569,0.8824917342951609,1.8821428571428567
30.1,21.880000000000003,1851.0,72.0,2020.0,2.6457142857142855,2.0329046087888534,2.657142857142857
32.0,23.6,1851.0,72.0,2021.0,2.837142857142858,1.933727598566309,2.710714285714285
26.67,26.52,1851.0,72.0,2022.0,3.7371428571428575,2.165866666666667,2.5146428571428574
40.16,29.234,1851.0,72.0,2023.0,2.455714285714286,1.6047388083129281,2.9935714285714274
17.28,-1.0,1862.0,72.0,2012.0,-1.0,-1.0,-1.0
20.9,-1.0,1862.0,72.0,2013.0,-1.0,-1.0,-1.0
13.8,20.9,1862.0,72.0,2014.0,3.6199999999999957,0.17161341016238846,-1.7399999999999998
14.4,17.35,1862.0,72.0,2015.0,-1.7399999999999998,0.48496088239066276,-1.5739999999999998
12.2,16.366666666666667,1862.0,72.0,2016.0,-1.5739999999999998,0.47653359445616117,-1.6660000000000001
16.5,15.325,1862.0,72.0,2017.0,-1.6660000000000001,0.5991997963858485,-0.8400000000000003
22.6,15.559999999999999,1862.0,72.0,2018.0,-0.8400000000000003,0.5006030009816294,0.19857142857142862
31.1,15.9,1862.0,72.0,2019.0,0.4114285714285719,0.8608897742363878,1.796428571428572
38.5,19.360000000000003,1862.0,72.0,2020.0,3.297142857142857,2.3339361060880055,4.210714285714284
24.5,24.18,1862.0,72.0,2021.0,5.237142857142856,3.9737989652623797,3.4821428571428563
